,COL17A1,NTSR1,DHRS9,MSLN,GPRC5A,LAMC2,S100A2,GJB2,HMGA2,AREG,AHNAK2,KLHL32,CLIC3,WNT10A,IL20RB,CDA,MUC4,POSTN,SEMA7A,SLC2A1,FN1,INHBA,ori_class
597a5a56-244b-4218-a55d-5d08217ea28c,21.723620746704576,12.841186643811277,21.367173268361764,21.34109272129352,21.074034404355167,21.585418857539544,17.235582608207476,19.964727784970695,13.122048263429393,19.92613134519773,17.95849939395032,11.032188533250665,18.401833500057066,17.990714391305712,17.741514180183138,20.399284117806868,16.588351539577953,21.920781262393124,17.555344293396704,20.07129232872465,23.15425148011085,18.81801487785252,D
5898434d-cfa3-4515-a0c0-810d7e515120,10.066822376975892,8.419772715641114,9.917853343620402,13.624747333811545,7.4255728454090795,13.587279439990661,11.942273505781207,10.393566737293215,4.557676381416172,10.104027696709569,10.916238429356675,15.748790358567172,13.174592119573445,11.686394508072697,11.36647860605399,15.215419623910048,8.336269521355835,12.696714550487663,14.676233516020726,17.742234411273717,16.697488807043143,11.739529963892311,L
178e68c0-4cb8-4042-a942-5a159ec1e12b,20.327847021425267,19.10318746264657,14.279831907450285,21.66528776541441,20.984432916666158,20.920648086935227,16.046454312140735,17.858186467683666,10.308220233158513,20.04307797563599,18.57975143227988,12.465655116639379,19.947339365280516,16.175454405546205,14.518639441320381,16.50414920570934,11.120171970046723,20.96278303922219,18.259748763688535,20.4758854462487,22.339490427721987,19.40387158221501,D
d8aa891c-8050-471e-ad3e-32b9c5e9db03,20.987076592784963,18.637798155702114,20.0821300192956,22.34993414220122,22.422632505135194,21.823603678983954,17.999231131857268,19.689702593402387,13.354042777589685,19.46222573245572,19.240604888113914,7.6330860883481995,20.466809485378462,16.10863659823065,13.67464892950655,18.307061964710247,16.21065871560418,20.678834821034926,20.61596345094609,20.870526497468315,22.50300590138036,19.13777825451636,HA
1c2341f3-558b-4555-90ff-c7a23ef85c0b,9.544609199528665,9.145487051636826,10.128994506785501,15.513400240936642,12.195681300764768,17.05579631018155,13.039956619164181,17.607567554603083,8.283390717414402,15.552208057173736,14.19038939005022,15.298228013681367,14.037809979317847,13.832951965028835,12.009730781860117,15.064282190682157,10.135984438797948,19.516453773568088,14.547441836591098,18.174561307178756,21.916010200147504,17.825766851284136,L
5965cd7b-f384-4473-826a-8381e362d10e,20.622631128526987,13.717501789994056,19.267959122302756,22.436364734670178,20.798536233439602,20.592906214962966,17.985786194079147,19.986793504549283,12.659854646654477,17.5811332478509,17.456881264922153,9.191715967208308,20.425512096188164,18.15746755266764,17.78747905531626,19.421152086266797,14.609189022878072,21.17480668246693,17.347575721924354,20.00001808457784,21.613955096770383,18.083724395643465,L
13cf4e4c-8d5f-4854-a350-428fdf1ff340,12.721931040319838,8.000880797540136,11.700595286687424,10.004221554548133,12.328609022194994,14.796036421711673,10.435918746433973,12.197067240531545,7.138784463311752,13.17056260577685,14.63485003500783,15.586774053422328,13.433772106588352,11.898268780305356,10.777661686512259,14.138316223062477,10.476805011870589,21.292401097309313,13.334122832404963,15.671957703489099,20.072482314551547,11.871330644429452,L
ec9ac713-08e9-4559-b606-5f58d2c4df50,19.41417241152436,9.38091989053964,17.9969033076143,19.155750117045194,20.813246868758227,20.96681108297273,18.521590226792952,18.683638117283447,12.893862987662196,17.895531619025498,16.36152373545888,13.326809282143872,17.240075954288315,14.421265827149359,14.801556969286128,17.495635239560084,14.16843025553548,19.870820088115554,16.722932135037894,19.03323288049161,21.859153501628715,18.635738407092088,COL
2c636fb4-c341-4c55-b920-27bc2d40c815,20.12717849326458,11.745062770682525,14.629034552279784,21.244205268453634,19.225920754236963,22.387436182182658,17.861924759549645,18.535342726145537,14.025924390303366,17.137137000252697,16.620409982038936,11.199099065956148,19.63956994562696,18.27213117445719,18.06822369805844,19.8436584543387,17.178945791310483,21.019598107826102,19.933127588504522,21.59011719489869,21.480780943691762,18.942978896001826,D
ecdd0e44-0add-4a08-a3f8-ab2f51df7afd,21.41939522757546,16.480106285540824,19.898099002199245,20.498159394063126,20.611164887845533,21.291406811508676,16.51921555810155,19.349202928529007,12.64657910351506,18.490898614750684,17.960614425358536,10.19717698664683,18.010608391212664,12.608107196449936,15.689846581792226,19.110676633367905,15.57225374879488,20.808211372971126,18.911945350443105,21.804233530788796,21.830114487889713,18.174305492740597,HA
3f9cc59e-9f7d-40d1-9365-28b40dff3c59,17.405253388192428,16.46495271088508,16.007738111293175,21.308130312864577,20.28246031244947,20.007968570324337,14.599866935204982,18.53754084188675,10.887695152816317,17.0338932059104,18.78054019426619,10.466862188140551,17.51100866216975,15.070209759837208,13.49415089831308,18.22192230351812,15.16012735973968,21.21801521068277,16.423452979840192,18.944530330558344,21.84337885431316,18.196546401653574,COL
5aa57fff-4515-4076-8798-55015bb4f156,20.587749088409605,11.9767386459702,15.703539315259874,23.161238032294587,21.066699825487728,20.550005056011546,18.173498288110473,19.829199330081906,12.570707079284304,17.99324252760505,17.387474485665628,11.122652645880176,18.948656171571088,16.42372208700057,15.068030158266987,18.75506784741056,17.480953508067287,21.506506001691427,17.128505904651913,20.329706483975492,22.74435501855408,18.807521796580826,D
21814c02-6aa5-4b98-8fd8-41ca0b04ccd2,22.032202940932766,17.411360021263192,14.216137112384565,21.835961534013542,20.34704021417907,23.169851197807557,17.386966351519856,21.069251327952408,18.33097354700862,18.433994533084046,19.92220827012619,9.152983956735227,19.7782576743483,18.018867680052377,21.15321330196926,21.129778096593892,16.43504094792763,22.34809870283273,18.741085716906188,21.572187663743282,24.892197782979846,18.959775943061015,D
8475c44d-e091-4c65-b1b4-9a77ae3c0e1d,21.62221048387575,18.753950627225482,19.477302840554593,22.397934882765483,20.780228626189,20.742309755915777,18.07429309539565,19.843482492269953,12.823808905579371,17.991386265581962,18.36008584113533,12.402975940910585,16.818563525062352,16.011386874674283,17.148931965331407,18.50141257043567,16.515629323889115,19.9055918809941,16.88023555652718,19.32305062496716,21.491851587377262,17.773260321796865,L
88eaebfc-d740-4cdc-88f5-df5e08633e2d,12.968279955855289,11.142893053260494,14.753673813990861,20.142000961142593,17.862938700694162,19.42512695860305,15.16289350287253,18.219391858451676,11.088151641094894,16.4939046262136,15.325298915424263,15.008440336549176,15.590734703772233,13.83035796665369,12.919673942235816,15.803890434837582,13.473240443308368,19.582528320319923,17.296002621500257,18.928744622422077,22.131239777154658,18.018535569373157,COL
f0a4944c-d6cf-4163-a1ab-189803464b03,22.090520359171883,15.302116618550096,16.828172819187607,22.860732959185366,21.531007108111407,22.259854668553718,17.39106442187871,19.88899529914555,14.274502384405787,19.045668783304208,18.8033162819165,7.18124407777237,20.80515702652865,16.928376513433697,15.831915506977053,19.445843789939225,18.16492618250649,22.492927031371046,18.93851319468208,21.168347970788464,23.532938468954264,18.85068687347177,D
a53c919a-4e08-46f1-af3f-30b16b597c33,20.31579007738884,17.916667929498054,18.185704990502845,22.151673979463308,20.51585064370037,21.35346541540127,16.61113804753616,20.091974144381442,14.214468090878418,18.701209917031278,18.073953564445247,11.182677416953206,18.032021697729544,16.6831730115478,15.397665830299307,19.087297474327226,14.731111150505303,20.017989100314104,20.22575313967077,21.594252626409645,21.6931583274762,18.46873693531771,HA
396ff766-a383-4f42-bce3-f2f32b7f1151,19.972959787248985,16.202379423450335,14.424661127270562,22.346002723768954,20.55245943555441,20.193047146423535,17.665782263597553,18.652394460835502,12.530321671353654,18.596896289402927,17.204222482573016,12.034526649005105,21.557931160040347,16.558409674809592,16.772308741986322,20.915633937204348,13.170834478695307,19.904272442781206,18.15046351268057,20.456520329886892,21.495059351121625,17.703144673256585,L
